location,date,vaccine,total_vaccinations
Romania,1/1/2021,Oxford/AstraZeneca,0
Romania,1/1/2021,Pfizer/BioNTech,11656
Romania,1/2/2021,Moderna,0
Romania,1/2/2021,Oxford/AstraZeneca,0
Romania,1/2/2021,Pfizer/BioNTech,13242
Romania,1/3/2021,Moderna,0
Romania,1/3/2021,Oxford/AstraZeneca,0
Romania,1/3/2021,Pfizer/BioNTech,13596
Romania,1/4/2021,Moderna,0
Romania,1/4/2021,Oxford/AstraZeneca,0
Romania,1/4/2021,Pfizer/BioNTech,25508
Romania,1/5/2021,Moderna,0
Romania,1/5/2021,Oxford/AstraZeneca,0
Romania,1/5/2021,Pfizer/BioNTech,41609
Romania,1/6/2021,Moderna,0
Romania,1/6/2021,Oxford/AstraZeneca,0
Romania,1/6/2021,Pfizer/BioNTech,58554
Romania,1/7/2021,Moderna,0
Romania,1/7/2021,Oxford/AstraZeneca,0
Romania,1/7/2021,Pfizer/BioNTech,76400
Romania,1/8/2021,Moderna,0
Romania,1/8/2021,Oxford/AstraZeneca,0
Romania,1/8/2021,Pfizer/BioNTech,92706
Romania,1/9/2021,Moderna,0
Romania,1/9/2021,Oxford/AstraZeneca,0
Romania,1/9/2021,Pfizer/BioNTech,102301
Romania,1/10/2021,Moderna,0
Romania,1/10/2021,Oxford/AstraZeneca,0
Romania,1/10/2021,Pfizer/BioNTech,108294
Romania,1/11/2021,Moderna,0
Romania,1/11/2021,Oxford/AstraZeneca,0
Romania,1/11/2021,Pfizer/BioNTech,125190
Romania,1/12/2021,Moderna,0
Romania,1/12/2021,Oxford/AstraZeneca,0
Romania,1/12/2021,Pfizer/BioNTech,140447
Romania,1/13/2021,Moderna,0
Romania,1/13/2021,Oxford/AstraZeneca,0
Romania,1/13/2021,Pfizer/BioNTech,154268
Romania,1/14/2021,Moderna,0
Romania,1/14/2021,Oxford/AstraZeneca,0
Romania,1/14/2021,Pfizer/BioNTech,168089
Romania,1/15/2021,Moderna,0
Romania,1/15/2021,Oxford/AstraZeneca,0
Romania,1/15/2021,Pfizer/BioNTech,184146
Romania,1/16/2021,Moderna,0
Romania,1/16/2021,Oxford/AstraZeneca,0
Romania,1/16/2021,Pfizer/BioNTech,196567
Romania,1/17/2021,Moderna,0
Romania,1/17/2021,Oxford/AstraZeneca,0
Romania,1/17/2021,Pfizer/BioNTech,204662
Romania,1/18/2021,Moderna,0
Romania,1/18/2021,Oxford/AstraZeneca,0
Romania,1/18/2021,Pfizer/BioNTech,234899
Romania,1/19/2021,Moderna,0
Romania,1/19/2021,Oxford/AstraZeneca,0
Romania,1/19/2021,Pfizer/BioNTech,269706
Romania,1/20/2021,Moderna,0
Romania,1/20/2021,Oxford/AstraZeneca,0
Romania,1/20/2021,Pfizer/BioNTech,308044
Romania,1/21/2021,Moderna,0
Romania,1/21/2021,Oxford/AstraZeneca,0
Romania,1/21/2021,Pfizer/BioNTech,347756
Romania,1/22/2021,Moderna,0
Romania,1/22/2021,Oxford/AstraZeneca,0
Romania,1/22/2021,Pfizer/BioNTech,385596
Romania,1/23/2021,Moderna,0
Romania,1/23/2021,Oxford/AstraZeneca,0
Romania,1/23/2021,Pfizer/BioNTech,418545
Romania,1/24/2021,Moderna,0
Romania,1/24/2021,Oxford/AstraZeneca,0
Romania,1/24/2021,Pfizer/BioNTech,445945
Romania,1/25/2021,Moderna,0
Romania,1/25/2021,Oxford/AstraZeneca,0
Romania,1/25/2021,Pfizer/BioNTech,484291
Romania,1/26/2021,Moderna,0
Romania,1/26/2021,Oxford/AstraZeneca,0
Romania,1/26/2021,Pfizer/BioNTech,528038
Romania,1/27/2021,Moderna,0
Romania,1/27/2021,Oxford/AstraZeneca,0
Romania,1/27/2021,Pfizer/BioNTech,570364
Romania,1/28/2021,Moderna,0
Romania,1/28/2021,Oxford/AstraZeneca,0
Romania,1/28/2021,Pfizer/BioNTech,609056
Romania,1/29/2021,Moderna,0
Romania,1/29/2021,Oxford/AstraZeneca,0
Romania,1/29/2021,Pfizer/BioNTech,646660
Romania,1/30/2021,Moderna,0
Romania,1/30/2021,Oxford/AstraZeneca,0
Romania,1/30/2021,Pfizer/BioNTech,672056
Romania,1/31/2021,Moderna,0
Romania,1/31/2021,Oxford/AstraZeneca,0
Romania,1/31/2021,Pfizer/BioNTech,691075
Romania,2/1/2021,Moderna,0
Romania,2/1/2021,Oxford/AstraZeneca,0
Romania,2/1/2021,Pfizer/BioNTech,720844
Romania,2/2/2021,Moderna,0
Romania,2/2/2021,Oxford/AstraZeneca,0
Romania,2/2/2021,Pfizer/BioNTech,748392
Romania,2/3/2021,Moderna,0
Romania,2/3/2021,Oxford/AstraZeneca,0
Romania,2/3/2021,Pfizer/BioNTech,771862
Romania,2/4/2021,Moderna,6443
Romania,2/4/2021,Oxford/AstraZeneca,0
Romania,2/4/2021,Pfizer/BioNTech,788012
Romania,2/5/2021,Moderna,14944
Romania,2/5/2021,Oxford/AstraZeneca,0
Romania,2/5/2021,Pfizer/BioNTech,806268
Romania,2/6/2021,Moderna,23087
Romania,2/6/2021,Oxford/AstraZeneca,0
Romania,2/6/2021,Pfizer/BioNTech,817385
Romania,2/7/2021,Moderna,31026
Romania,2/7/2021,Oxford/AstraZeneca,0
Romania,2/7/2021,Pfizer/BioNTech,824956
Romania,2/8/2021,Moderna,35454
Romania,2/8/2021,Oxford/AstraZeneca,0
Romania,2/8/2021,Pfizer/BioNTech,855554
Romania,2/9/2021,Moderna,40399
Romania,2/9/2021,Oxford/AstraZeneca,0
Romania,2/9/2021,Pfizer/BioNTech,889416
Romania,2/10/2021,Moderna,44448
Romania,2/10/2021,Oxford/AstraZeneca,0
Romania,2/10/2021,Pfizer/BioNTech,926179
Romania,2/11/2021,Moderna,47769
Romania,2/11/2021,Oxford/AstraZeneca,0
Romania,2/11/2021,Pfizer/BioNTech,961312
Romania,2/12/2021,Moderna,51388
Romania,2/12/2021,Oxford/AstraZeneca,0
Romania,2/12/2021,Pfizer/BioNTech,997068
Romania,2/13/2021,Moderna,54855
Romania,2/13/2021,Oxford/AstraZeneca,0
Romania,2/13/2021,Pfizer/BioNTech,1028900
Romania,2/14/2021,Moderna,57881
Romania,2/14/2021,Oxford/AstraZeneca,0
Romania,2/14/2021,Pfizer/BioNTech,1055753
Romania,2/15/2021,Moderna,60916
Romania,2/15/2021,Oxford/AstraZeneca,6812
Romania,2/15/2021,Pfizer/BioNTech,1083043
Romania,2/16/2021,Moderna,63951
Romania,2/16/2021,Oxford/AstraZeneca,13624
Romania,2/16/2021,Pfizer/BioNTech,1111098
Romania,2/17/2021,Moderna,69323
Romania,2/17/2021,Oxford/AstraZeneca,22956
Romania,2/17/2021,Pfizer/BioNTech,1139713
Romania,2/18/2021,Moderna,71707
Romania,2/18/2021,Oxford/AstraZeneca,31858
Romania,2/18/2021,Pfizer/BioNTech,1168247
Romania,2/19/2021,Moderna,72378
Romania,2/19/2021,Oxford/AstraZeneca,41296
Romania,2/19/2021,Pfizer/BioNTech,1196266
Romania,2/20/2021,Moderna,72676
Romania,2/20/2021,Oxford/AstraZeneca,50440
Romania,2/20/2021,Pfizer/BioNTech,1219748
Romania,2/21/2021,Moderna,72791
Romania,2/21/2021,Oxford/AstraZeneca,58747
Romania,2/21/2021,Pfizer/BioNTech,1239270
Romania,2/22/2021,Moderna,72935
Romania,2/22/2021,Oxford/AstraZeneca,68534
Romania,2/22/2021,Pfizer/BioNTech,1259204
Romania,2/23/2021,Moderna,73010
Romania,2/23/2021,Oxford/AstraZeneca,78141
Romania,2/23/2021,Pfizer/BioNTech,1278866
Romania,2/24/2021,Moderna,73017
Romania,2/24/2021,Oxford/AstraZeneca,87871
Romania,2/24/2021,Pfizer/BioNTech,1297346
Romania,2/25/2021,Moderna,73020
Romania,2/25/2021,Oxford/AstraZeneca,98055
Romania,2/25/2021,Pfizer/BioNTech,1307417
Romania,2/26/2021,Moderna,73020
Romania,2/26/2021,Oxford/AstraZeneca,109339
Romania,2/26/2021,Pfizer/BioNTech,1315258
Romania,2/27/2021,Moderna,73020
Romania,2/27/2021,Oxford/AstraZeneca,119310
Romania,2/27/2021,Pfizer/BioNTech,1320991
Romania,2/28/2021,Moderna,73020
Romania,2/28/2021,Oxford/AstraZeneca,127371
Romania,2/28/2021,Pfizer/BioNTech,1324066
Romania,3/1/2021,Moderna,73020
Romania,3/1/2021,Oxford/AstraZeneca,136586
Romania,3/1/2021,Pfizer/BioNTech,1347000
Romania,3/2/2021,Moderna,73020
Romania,3/2/2021,Oxford/AstraZeneca,146051
Romania,3/2/2021,Pfizer/BioNTech,1375693
Romania,3/3/2021,Moderna,73020
Romania,3/3/2021,Oxford/AstraZeneca,154730
Romania,3/3/2021,Pfizer/BioNTech,1405699
Romania,3/4/2021,Moderna,79862
Romania,3/4/2021,Oxford/AstraZeneca,162337
Romania,3/4/2021,Pfizer/BioNTech,1434988
Romania,3/5/2021,Moderna,88224
Romania,3/5/2021,Oxford/AstraZeneca,170102
Romania,3/5/2021,Pfizer/BioNTech,1466214
Romania,3/6/2021,Moderna,96530
Romania,3/6/2021,Oxford/AstraZeneca,177516
Romania,3/6/2021,Pfizer/BioNTech,1499132
Romania,3/7/2021,Moderna,104227
Romania,3/7/2021,Oxford/AstraZeneca,184012
Romania,3/7/2021,Pfizer/BioNTech,1530123
Romania,3/8/2021,Moderna,108871
Romania,3/8/2021,Oxford/AstraZeneca,190326
Romania,3/8/2021,Pfizer/BioNTech,1562623
Romania,3/9/2021,Moderna,113813
Romania,3/9/2021,Oxford/AstraZeneca,197660
Romania,3/9/2021,Pfizer/BioNTech,1598547
Romania,3/10/2021,Moderna,117819
Romania,3/10/2021,Oxford/AstraZeneca,204910
Romania,3/10/2021,Pfizer/BioNTech,1638693
Romania,3/11/2021,Moderna,121218
Romania,3/11/2021,Oxford/AstraZeneca,211212
Romania,3/11/2021,Pfizer/BioNTech,1678903
Romania,3/12/2021,Moderna,124766
Romania,3/12/2021,Oxford/AstraZeneca,217059
Romania,3/12/2021,Pfizer/BioNTech,1718894
Romania,3/13/2021,Moderna,128144
Romania,3/13/2021,Oxford/AstraZeneca,222922
Romania,3/13/2021,Pfizer/BioNTech,1758375
Romania,3/14/2021,Moderna,131137
Romania,3/14/2021,Oxford/AstraZeneca,228280
Romania,3/14/2021,Pfizer/BioNTech,1792723
Romania,3/15/2021,Moderna,137600
Romania,3/15/2021,Oxford/AstraZeneca,235679
Romania,3/15/2021,Pfizer/BioNTech,1828437
Romania,3/16/2021,Moderna,149732
Romania,3/16/2021,Oxford/AstraZeneca,242742
Romania,3/16/2021,Pfizer/BioNTech,1869226
Romania,3/17/2021,Moderna,158781
Romania,3/17/2021,Oxford/AstraZeneca,249300
Romania,3/17/2021,Pfizer/BioNTech,1907900
Romania,3/18/2021,Moderna,165150
Romania,3/18/2021,Oxford/AstraZeneca,256243
Romania,3/18/2021,Pfizer/BioNTech,1946513
Romania,3/19/2021,Moderna,169966
Romania,3/19/2021,Oxford/AstraZeneca,263394
Romania,3/19/2021,Pfizer/BioNTech,1984407
Romania,3/20/2021,Moderna,174732
Romania,3/20/2021,Oxford/AstraZeneca,271485
Romania,3/20/2021,Pfizer/BioNTech,2022454
Romania,3/21/2021,Moderna,179154
Romania,3/21/2021,Oxford/AstraZeneca,279325
Romania,3/21/2021,Pfizer/BioNTech,2054609
Romania,3/22/2021,Moderna,183177
Romania,3/22/2021,Oxford/AstraZeneca,286648
Romania,3/22/2021,Pfizer/BioNTech,2090459
Romania,3/23/2021,Moderna,187546
Romania,3/23/2021,Oxford/AstraZeneca,294985
Romania,3/23/2021,Pfizer/BioNTech,2135815
Romania,3/24/2021,Moderna,191868
Romania,3/24/2021,Oxford/AstraZeneca,302969
Romania,3/24/2021,Pfizer/BioNTech,2182617
Romania,3/25/2021,Moderna,196122
Romania,3/25/2021,Oxford/AstraZeneca,310485
Romania,3/25/2021,Pfizer/BioNTech,2229733
Romania,3/26/2021,Moderna,200231
Romania,3/26/2021,Oxford/AstraZeneca,318056
Romania,3/26/2021,Pfizer/BioNTech,2273184
Romania,3/27/2021,Moderna,204969
Romania,3/27/2021,Oxford/AstraZeneca,326640
Romania,3/27/2021,Pfizer/BioNTech,2318409
Romania,3/28/2021,Moderna,209212
Romania,3/28/2021,Oxford/AstraZeneca,334912
Romania,3/28/2021,Pfizer/BioNTech,2360607
Romania,3/29/2021,Moderna,213039
Romania,3/29/2021,Oxford/AstraZeneca,342263
Romania,3/29/2021,Pfizer/BioNTech,2401887
Romania,3/30/2021,Moderna,217516
Romania,3/30/2021,Oxford/AstraZeneca,349827
Romania,3/30/2021,Pfizer/BioNTech,2454264
Romania,3/31/2021,Moderna,221682
Romania,3/31/2021,Oxford/AstraZeneca,356402
Romania,3/31/2021,Pfizer/BioNTech,2501784
Romania,4/1/2021,Moderna,226033
Romania,4/1/2021,Oxford/AstraZeneca,362660
Romania,4/1/2021,Pfizer/BioNTech,2548790
Romania,4/2/2021,Moderna,230533
Romania,4/2/2021,Oxford/AstraZeneca,368974
Romania,4/2/2021,Pfizer/BioNTech,2595945
Romania,4/3/2021,Moderna,235329
Romania,4/3/2021,Oxford/AstraZeneca,374819
Romania,4/3/2021,Pfizer/BioNTech,2640729
Romania,4/4/2021,Moderna,239724
Romania,4/4/2021,Oxford/AstraZeneca,379020
Romania,4/4/2021,Pfizer/BioNTech,2680468
Romania,4/5/2021,Moderna,243667
Romania,4/5/2021,Oxford/AstraZeneca,382996
Romania,4/5/2021,Pfizer/BioNTech,2723919
Romania,4/6/2021,Moderna,248385
Romania,4/6/2021,Oxford/AstraZeneca,386430
Romania,4/6/2021,Pfizer/BioNTech,2770716
Romania,4/7/2021,Moderna,253339
Romania,4/7/2021,Oxford/AstraZeneca,389001
Romania,4/7/2021,Pfizer/BioNTech,2818530
Romania,4/8/2021,Moderna,258603
Romania,4/8/2021,Oxford/AstraZeneca,391469
Romania,4/8/2021,Pfizer/BioNTech,2867621
Romania,4/9/2021,Moderna,263626
Romania,4/9/2021,Oxford/AstraZeneca,393982
Romania,4/9/2021,Pfizer/BioNTech,2914374
Romania,4/10/2021,Moderna,271279
Romania,4/10/2021,Oxford/AstraZeneca,397094
Romania,4/10/2021,Pfizer/BioNTech,2965548
Romania,4/11/2021,Moderna,278832
Romania,4/11/2021,Oxford/AstraZeneca,399252
Romania,4/11/2021,Pfizer/BioNTech,3012825
Romania,4/12/2021,Moderna,287423
Romania,4/12/2021,Oxford/AstraZeneca,407271
Romania,4/12/2021,Pfizer/BioNTech,3059096
Romania,4/13/2021,Moderna,296167
Romania,4/13/2021,Oxford/AstraZeneca,417067
Romania,4/13/2021,Pfizer/BioNTech,3117146
Romania,4/14/2021,Moderna,305182
Romania,4/14/2021,Oxford/AstraZeneca,426913
Romania,4/14/2021,Pfizer/BioNTech,3178405
Romania,4/15/2021,Moderna,314259
Romania,4/15/2021,Oxford/AstraZeneca,436165
Romania,4/15/2021,Pfizer/BioNTech,3240132
Romania,4/16/2021,Moderna,323062
Romania,4/16/2021,Oxford/AstraZeneca,446329
Romania,4/16/2021,Pfizer/BioNTech,3300799
Romania,4/17/2021,Moderna,332539
Romania,4/17/2021,Oxford/AstraZeneca,456172
Romania,4/17/2021,Pfizer/BioNTech,3362657
Romania,4/18/2021,Moderna,341162
Romania,4/18/2021,Oxford/AstraZeneca,464653
Romania,4/18/2021,Pfizer/BioNTech,3417475
Romania,4/19/2021,Moderna,349011
Romania,4/19/2021,Oxford/AstraZeneca,475051
Romania,4/19/2021,Pfizer/BioNTech,3474495
Romania,4/20/2021,Moderna,358891
Romania,4/20/2021,Oxford/AstraZeneca,485089
Romania,4/20/2021,Pfizer/BioNTech,3543461
Romania,4/21/2021,Moderna,369970
Romania,4/21/2021,Oxford/AstraZeneca,495208
Romania,4/21/2021,Pfizer/BioNTech,3614041
United States,1/12/2021,Moderna,3835859
United States,1/12/2021,Pfizer/BioNTech,5488697
United States,1/13/2021,Moderna,4249795
United States,1/13/2021,Pfizer/BioNTech,6025872
United States,1/15/2021,Moderna,5122662
United States,1/15/2021,Pfizer/BioNTech,7153268
United States,1/19/2021,Moderna,6828561
United States,1/19/2021,Pfizer/BioNTech,8874811
United States,1/20/2021,Moderna,7239750
United States,1/20/2021,Pfizer/BioNTech,9281063
United States,1/21/2021,Moderna,7724683
United States,1/21/2021,Pfizer/BioNTech,9817027
United States,1/22/2021,Moderna,8407909
United States,1/22/2021,Pfizer/BioNTech,10695066
United States,1/23/2021,Moderna,9061112
United States,1/23/2021,Pfizer/BioNTech,11471457
United States,1/24/2021,Moderna,9689497
United States,1/24/2021,Pfizer/BioNTech,12153536
United States,1/25/2021,Moderna,10084432
United States,1/25/2021,Pfizer/BioNTech,12551999
United States,1/26/2021,Moderna,10431466
United States,1/26/2021,Pfizer/BioNTech,13009981
United States,1/27/2021,Moderna,11001991
United States,1/27/2021,Pfizer/BioNTech,13550835
United States,1/28/2021,Moderna,11737592
United States,1/28/2021,Pfizer/BioNTech,14355980
United States,1/29/2021,Moderna,12619210
United States,1/29/2021,Pfizer/BioNTech,15164858
United States,1/30/2021,Moderna,13499942
United States,1/30/2021,Pfizer/BioNTech,15977015
United States,1/31/2021,Moderna,14246089
United States,1/31/2021,Pfizer/BioNTech,16775916
United States,2/1/2021,Moderna,14756609
United States,2/1/2021,Pfizer/BioNTech,17364398
United States,2/2/2021,Moderna,15006565
United States,2/2/2021,Pfizer/BioNTech,17672866
United States,2/3/2021,Moderna,15567188
United States,2/3/2021,Pfizer/BioNTech,18209204
United States,2/4/2021,Moderna,16260102
United States,2/4/2021,Pfizer/BioNTech,18841309
United States,2/5/2021,Moderna,17133644
United States,2/5/2021,Pfizer/BioNTech,19582865
United States,2/6/2021,Moderna,18336515
United States,2/6/2021,Pfizer/BioNTech,20598212
United States,2/7/2021,Moderna,19485089
United States,2/7/2021,Pfizer/BioNTech,21622193
United States,2/8/2021,Moderna,20066305
United States,2/8/2021,Pfizer/BioNTech,22247484
United States,2/9/2021,Moderna,20416765
United States,2/9/2021,Pfizer/BioNTech,22685406
United States,2/10/2021,Moderna,21189540
United States,2/10/2021,Pfizer/BioNTech,23475749
United States,2/11/2021,Moderna,22038088
United States,2/11/2021,Pfizer/BioNTech,24246868
United States,2/12/2021,Moderna,23111715
United States,2/12/2021,Pfizer/BioNTech,25192628
United States,2/13/2021,Moderna,24297615
United States,2/13/2021,Pfizer/BioNTech,26237417
United States,2/14/2021,Moderna,25505313
United States,2/14/2021,Pfizer/BioNTech,27271797
United States,2/16/2021,Moderna,26738383
United States,2/16/2021,Pfizer/BioNTech,28374410
United States,2/17/2021,Moderna,27287041
United States,2/17/2021,Pfizer/BioNTech,28886690
United States,2/18/2021,Moderna,28043413
United States,2/18/2021,Pfizer/BioNTech,29585627
United States,2/19/2021,Moderna,29044336
United States,2/19/2021,Pfizer/BioNTech,30431247
United States,2/20/2021,Moderna,29909492
United States,2/20/2021,Pfizer/BioNTech,31270062
United States,2/21/2021,Moderna,30747615
United States,2/21/2021,Pfizer/BioNTech,32232422
United States,2/22/2021,Moderna,31212925
United States,2/22/2021,Pfizer/BioNTech,32853883
United States,2/23/2021,Moderna,31569021
United States,2/23/2021,Pfizer/BioNTech,33352170
United States,2/24/2021,Moderna,32194245
United States,2/24/2021,Pfizer/BioNTech,34159027
United States,2/25/2021,Moderna,33066503
United States,2/25/2021,Pfizer/BioNTech,35095003
United States,2/26/2021,Moderna,34181226
United States,2/26/2021,Pfizer/BioNTech,36159403
United States,2/27/2021,Moderna,35422721
United States,2/27/2021,Pfizer/BioNTech,37269195
United States,2/28/2021,Moderna,36694414
United States,2/28/2021,Pfizer/BioNTech,38426567
United States,3/1/2021,Moderna,37522293
United States,3/1/2021,Pfizer/BioNTech,39262524
United States,3/2/2021,Moderna,38319678
United States,3/2/2021,Pfizer/BioNTech,40196532
United States,3/3/2021,Moderna,39248180
United States,3/3/2021,Pfizer/BioNTech,41175807
United States,3/4/2021,Moderna,40261524
United States,3/4/2021,Pfizer/BioNTech,42193285
United States,3/5/2021,Moderna,41507728
United States,3/5/2021,Pfizer/BioNTech,43373717
United States,3/6/2021,Moderna,42977312
United States,3/6/2021,Pfizer/BioNTech,44774584
United States,3/7/2021,Moderna,44195607
United States,3/7/2021,Pfizer/BioNTech,45932122
United States,3/8/2021,Johnson&Johnson,208590
United States,3/8/2021,Moderna,44936695
United States,3/8/2021,Pfizer/BioNTech,46824290
United States,3/9/2021,Johnson&Johnson,308181
United States,3/9/2021,Moderna,45635740
United States,3/9/2021,Pfizer/BioNTech,47628226
United States,3/10/2021,Johnson&Johnson,458911
United States,3/10/2021,Moderna,46535646
United States,3/10/2021,Pfizer/BioNTech,48605159
United States,3/11/2021,Johnson&Johnson,638469
United States,3/11/2021,Moderna,47733656
United States,3/11/2021,Pfizer/BioNTech,49708920
United States,3/12/2021,Johnson&Johnson,873726
United States,3/12/2021,Moderna,49169578
United States,3/12/2021,Pfizer/BioNTech,50960400
United States,3/13/2021,Johnson&Johnson,1189207
United States,3/13/2021,Moderna,51292130
United States,3/13/2021,Pfizer/BioNTech,53096054
United States,3/14/2021,Johnson&Johnson,1273958
United States,3/14/2021,Moderna,51951820
United States,3/14/2021,Pfizer/BioNTech,53708091
United States,3/15/2021,Johnson&Johnson,1428465
United States,3/15/2021,Moderna,52883263
United States,3/15/2021,Pfizer/BioNTech,54643581
United States,3/16/2021,Johnson&Johnson,1569675
United States,3/16/2021,Moderna,53647312
United States,3/16/2021,Pfizer/BioNTech,55393141
United States,3/17/2021,Johnson&Johnson,1766131
United States,3/17/2021,Moderna,54643195
United States,3/17/2021,Pfizer/BioNTech,56499018
United States,3/18/2021,Johnson&Johnson,1911052
United States,3/18/2021,Moderna,55811286
United States,3/18/2021,Pfizer/BioNTech,57876875
United States,3/19/2021,Johnson&Johnson,2025349
United States,3/19/2021,Moderna,56941640
United States,3/19/2021,Pfizer/BioNTech,59214724
United States,3/20/2021,Johnson&Johnson,2163681
United States,3/20/2021,Moderna,58294583
United States,3/20/2021,Pfizer/BioNTech,60849627
United States,3/21/2021,Johnson&Johnson,2298614
United States,3/21/2021,Moderna,59518840
United States,3/21/2021,Pfizer/BioNTech,62529418
United States,3/22/2021,Johnson&Johnson,2406337
United States,3/22/2021,Moderna,60275003
United States,3/22/2021,Pfizer/BioNTech,63693721
United States,3/23/2021,Johnson&Johnson,2489153
United States,3/23/2021,Moderna,60913292
United States,3/23/2021,Pfizer/BioNTech,64679659
United States,3/24/2021,Johnson&Johnson,2622182
United States,3/24/2021,Moderna,61719260
United States,3/24/2021,Pfizer/BioNTech,65995871
United States,3/25/2021,Johnson&Johnson,2734367
United States,3/25/2021,Moderna,62877755
United States,3/25/2021,Pfizer/BioNTech,67555076
United States,3/26/2021,Johnson&Johnson,2863246
United States,3/26/2021,Moderna,64313721
United States,3/26/2021,Pfizer/BioNTech,69368232
United States,3/27/2021,Johnson&Johnson,2982453
United States,3/27/2021,Moderna,65811340
United States,3/27/2021,Pfizer/BioNTech,71246219
United States,3/28/2021,Johnson&Johnson,3090712
United States,3/28/2021,Moderna,67249447
United States,3/28/2021,Pfizer/BioNTech,72981111
United States,3/29/2021,Johnson&Johnson,3155418
United States,3/29/2021,Moderna,68177850
United States,3/29/2021,Pfizer/BioNTech,74338025
United States,3/30/2021,Johnson&Johnson,3215657
United States,3/30/2021,Moderna,68858013
United States,3/30/2021,Pfizer/BioNTech,75386890
United States,3/31/2021,Johnson&Johnson,3307113
United States,3/31/2021,Moderna,69930956
United States,3/31/2021,Pfizer/BioNTech,76891912
United States,4/1/2021,Johnson&Johnson,3429880
United States,4/1/2021,Moderna,71338865
United States,4/1/2021,Pfizer/BioNTech,78717917
United States,4/2/2021,Johnson&Johnson,3617377
United States,4/2/2021,Moderna,72997571
United States,4/2/2021,Pfizer/BioNTech,80845236
United States,4/3/2021,Johnson&Johnson,3840647
United States,4/3/2021,Moderna,74713387
United States,4/3/2021,Pfizer/BioNTech,82986550
United States,4/4/2021,Johnson&Johnson,4054089
United States,4/4/2021,Moderna,76038933
United States,4/4/2021,Pfizer/BioNTech,84810406
United States,4/5/2021,Johnson&Johnson,4204015
United States,4/5/2021,Moderna,76791212
United States,4/5/2021,Pfizer/BioNTech,86041963
United States,4/6/2021,Johnson&Johnson,4299901
United States,4/6/2021,Moderna,77285350
United States,4/6/2021,Pfizer/BioNTech,86855993
United States,4/7/2021,Johnson&Johnson,4544552
United States,4/7/2021,Moderna,78315776
United States,4/7/2021,Pfizer/BioNTech,88463874
United States,4/8/2021,Johnson&Johnson,4917225
United States,4/8/2021,Moderna,79551820
United States,4/8/2021,Pfizer/BioNTech,90256586
United States,4/9/2021,Johnson&Johnson,5382365
United States,4/9/2021,Moderna,80944104
United States,4/9/2021,Pfizer/BioNTech,92355733
United States,4/10/2021,Johnson&Johnson,5972101
United States,4/10/2021,Moderna,82622178
United States,4/10/2021,Pfizer/BioNTech,94715143
United States,4/11/2021,Johnson&Johnson,6453740
United States,4/11/2021,Moderna,83847244
United States,4/11/2021,Pfizer/BioNTech,96586783
United States,4/12/2021,Johnson&Johnson,6859877
United States,4/12/2021,Moderna,84694388
United States,4/12/2021,Pfizer/BioNTech,97978125
United States,4/13/2021,Johnson&Johnson,7233726
United States,4/13/2021,Moderna,85435687
United States,4/13/2021,Pfizer/BioNTech,99453295
United States,4/14/2021,Johnson&Johnson,7517671
United States,4/14/2021,Moderna,86221076
United States,4/14/2021,Pfizer/BioNTech,100891617
United States,4/15/2021,Johnson&Johnson,7736781
United States,4/15/2021,Moderna,87539652
United States,4/15/2021,Pfizer/BioNTech,102877491
United States,4/16/2021,Johnson&Johnson,7848027
United States,4/16/2021,Moderna,89199649
United States,4/16/2021,Pfizer/BioNTech,105070417
United States,4/17/2021,Johnson&Johnson,7902746
United States,4/17/2021,Moderna,90718986
United States,4/17/2021,Pfizer/BioNTech,107083884
United States,4/18/2021,Johnson&Johnson,7935549
United States,4/18/2021,Moderna,92181455
United States,4/18/2021,Pfizer/BioNTech,109122092
United States,4/19/2021,Johnson&Johnson,7949021
United States,4/19/2021,Moderna,93002433
United States,4/19/2021,Pfizer/BioNTech,110461905
United States,4/20/2021,Johnson&Johnson,7961251
United States,4/20/2021,Moderna,93672874
United States,4/20/2021,Pfizer/BioNTech,111585824
United States,4/21/2021,Johnson&Johnson,7993255
United States,4/21/2021,Moderna,94684047
United States,4/21/2021,Pfizer/BioNTech,113104771
United States,4/22/2021,Johnson&Johnson,8018365
United States,4/22/2021,Moderna,95913701
United States,4/22/2021,Pfizer/BioNTech,114844028
